Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Waveform 1	1	0.352207804	0.425252769	0.000	22050.000	no overlap
1	Spectrogram 1	1	0.352207804	0.425252769	0.000	22050.000	no overlap
2	Waveform 1	1	0.569313672	0.676344835	0.000	22050.000	no overlap
2	Spectrogram 1	1	0.569313672	0.676344835	0.000	22050.000	no overlap
3	Waveform 1	1	0.731635816	0.841710520	0.000	22050.000	no overlap
3	Spectrogram 1	1	0.731635816	0.841710520	0.000	22050.000	no overlap
4	Waveform 1	1	1.948836662	2.059418623	0.000	22050.000	no overlap
4	Spectrogram 1	1	1.948836662	2.059418623	0.000	22050.000	no overlap
5	Waveform 1	1	2.185725541	2.294278475	0.000	22050.000	no overlap
5	Spectrogram 1	1	2.185725541	2.294278475	0.000	22050.000	no overlap
6	Waveform 1	1	2.736793832	2.848897562	0.000	22050.000	no overlap
6	Spectrogram 1	1	2.736793832	2.848897562	0.000	22050.000	no overlap
7	Waveform 1	1	2.897594206	3.009697936	0.000	22050.000	no overlap
7	Spectrogram 1	1	2.897594206	3.009697936	0.000	22050.000	no overlap
8	Waveform 1	1	3.080171585	3.262783997	0.000	22050.000	no overlap
8	Spectrogram 1	1	3.080171585	3.262783997	0.000	22050.000	no overlap
9	Waveform 1	1	3.291633332	3.411345913	0.000	22050.000	no overlap
9	Spectrogram 1	1	3.291633332	3.411345913	0.000	22050.000	no overlap
10	Waveform 1	1	3.449390166	3.533087521	0.000	22050.000	no overlap
10	Spectrogram 1	1	3.449390166	3.533087521	0.000	22050.000	no overlap
11	Waveform 1	1	3.555964805	3.601617907	0.000	22050.000	no overlap
11	Spectrogram 1	1	3.555964805	3.601617907	0.000	22050.000	no overlap
12	Waveform 1	1	3.635604106	3.816694748	0.000	22050.000	no overlap
12	Spectrogram 1	1	3.635604106	3.816694748	0.000	22050.000	no overlap
13	Waveform 1	1	3.848651920	3.970900785	0.000	22050.000	no overlap
13	Spectrogram 1	1	3.848651920	3.970900785	0.000	22050.000	no overlap
14	Waveform 1	1	4.005917482	4.089614838	0.000	22050.000	no overlap
14	Spectrogram 1	1	4.005917482	4.089614838	0.000	22050.000	no overlap
15	Waveform 1	1	4.113963159	4.162659803	0.000	22050.000	no overlap
15	Spectrogram 1	1	4.113963159	4.162659803	0.000	22050.000	no overlap
16	Waveform 1	1	4.190558921	4.377229387	0.000	22050.000	no overlap
16	Spectrogram 1	1	4.190558921	4.377229387	0.000	22050.000	no overlap
17	Waveform 1	1	4.407954517	4.527667098	0.000	22050.000	no overlap
17	Spectrogram 1	1	4.407954517	4.527667098	0.000	22050.000	no overlap
18	Waveform 1	1	4.569262148	4.654988530	0.000	22050.000	no overlap
18	Spectrogram 1	1	4.569262148	4.654988530	0.000	22050.000	no overlap
19	Waveform 1	1	4.675278798	4.722960928	0.000	22050.000	no overlap
19	Spectrogram 1	1	4.675278798	4.722960928	0.000	22050.000	no overlap
20	Waveform 1	1	4.754252128	4.938386310	0.000	22050.000	no overlap
20	Spectrogram 1	1	4.754252128	4.938386310	0.000	22050.000	no overlap
21	Waveform 1	1	4.970343482	5.092592347	0.000	22050.000	no overlap
21	Spectrogram 1	1	4.970343482	5.092592347	0.000	22050.000	no overlap
22	Waveform 1	1	5.142923476	5.221548265	0.000	22050.000	no overlap
22	Spectrogram 1	1	5.142923476	5.221548265	0.000	22050.000	no overlap
23	Waveform 1	1	5.317419781	5.376768815	0.000	22050.000	no overlap
23	Spectrogram 1	1	5.317419781	5.376768815	0.000	22050.000	no overlap
24	Waveform 1	1	6.335926188	6.546437718	0.000	22050.000	no overlap
24	Spectrogram 1	1	6.335926188	6.546437718	0.000	22050.000	no overlap
25	Waveform 1	1	6.586003741	6.680860744	0.000	22050.000	no overlap
25	Spectrogram 1	1	6.586003741	6.680860744	0.000	22050.000	no overlap
26	Waveform 1	1	6.715354199	6.814776512	0.000	22050.000	no overlap
26	Spectrogram 1	1	6.715354199	6.814776512	0.000	22050.000	no overlap
