Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Waveform 1	1	7.924976648	7.970005913	0.000	22050.000	no overlap
1	Spectrogram 1	1	7.924976648	7.970005913	0.000	22050.000	no overlap
2	Waveform 1	1	8.210349116	8.255115052	0.000	22050.000	no overlap
2	Spectrogram 1	1	8.210349116	8.255115052	0.000	22050.000	no overlap
3	Waveform 1	1	10.629029262	10.663262037	0.000	22050.000	no overlap
3	Spectrogram 1	1	10.629029262	10.663262037	0.000	22050.000	no overlap
4	Waveform 1	1	10.828370192	10.864446270	0.000	22050.000	no overlap
4	Spectrogram 1	1	10.828370192	10.864446270	0.000	22050.000	no overlap
5	Waveform 1	1	11.008142427	11.042111872	0.000	22050.000	no overlap
5	Spectrogram 1	1	11.008142427	11.042111872	0.000	22050.000	no overlap
6	Waveform 1	1	11.155541213	11.192407278	0.000	22050.000	no overlap
6	Spectrogram 1	1	11.155541213	11.192407278	0.000	22050.000	no overlap
7	Waveform 1	1	11.334653878	11.370993285	0.000	22050.000	no overlap
7	Spectrogram 1	1	11.334653878	11.370993285	0.000	22050.000	no overlap
8	Waveform 1	1	11.414442576	11.446042060	0.000	22050.000	no overlap
8	Spectrogram 1	1	11.414442576	11.446042060	0.000	22050.000	no overlap
9	Waveform 1	1	11.497819245	11.528628742	0.000	22050.000	no overlap
9	Spectrogram 1	1	11.497819245	11.528628742	0.000	22050.000	no overlap
10	Waveform 1	1	11.537318600	11.606837465	0.000	22050.000	no overlap
10	Spectrogram 1	1	11.537318600	11.606837465	0.000	22050.000	no overlap
11	Waveform 1	1	11.665215015	11.732890576	0.000	22050.000	no overlap
11	Spectrogram 1	1	11.665215015	11.732890576	0.000	22050.000	no overlap
12	Waveform 1	1	11.775566755	11.873525155	0.000	22050.000	no overlap
12	Spectrogram 1	1	11.775566755	11.873525155	0.000	22050.000	no overlap
13	Waveform 1	1	11.911181207	11.966216975	0.000	22050.000	no overlap
13	Spectrogram 1	1	11.911181207	11.966216975	0.000	22050.000	no overlap
14	Waveform 1	1	11.981983292	12.109961202	0.000	22050.000	no overlap
14	Spectrogram 1	1	11.981983292	12.109961202	0.000	22050.000	no overlap
15	Waveform 1	1	12.136722129	12.155681820	0.000	22050.000	no overlap
15	Spectrogram 1	1	12.136722129	12.155681820	0.000	22050.000	no overlap
16	Waveform 1	1	12.180434749	12.240210440	0.000	22050.000	no overlap
16	Spectrogram 1	1	12.180434749	12.240210440	0.000	22050.000	no overlap
17	Waveform 1	1	12.256536840	12.324475731	0.000	22050.000	no overlap
17	Spectrogram 1	1	12.256536840	12.324475731	0.000	22050.000	no overlap
18	Waveform 1	1	12.380845019	12.406914593	0.000	22050.000	no overlap
18	Spectrogram 1	1	12.380845019	12.406914593	0.000	22050.000	no overlap
19	Waveform 1	1	12.419027729	12.488809923	0.000	22050.000	no overlap
19	Spectrogram 1	1	12.419027729	12.488809923	0.000	22050.000	no overlap
20	Waveform 1	1	12.535173823	12.636292172	0.000	22050.000	no overlap
20	Spectrogram 1	1	12.535173823	12.636292172	0.000	22050.000	no overlap
21	Waveform 1	1	12.673074510	12.728373608	0.000	22050.000	no overlap
21	Spectrogram 1	1	12.673074510	12.728373608	0.000	22050.000	no overlap
22	Waveform 1	1	12.745671828	12.874176396	0.000	22050.000	no overlap
22	Spectrogram 1	1	12.745671828	12.874176396	0.000	22050.000	no overlap
23	Waveform 1	1	12.900245971	12.920258977	0.000	22050.000	no overlap
23	Spectrogram 1	1	12.900245971	12.920258977	0.000	22050.000	no overlap
24	Waveform 1	1	12.941540295	13.006582567	0.000	22050.000	no overlap
24	Spectrogram 1	1	12.941540295	13.006582567	0.000	22050.000	no overlap
25	Waveform 1	1	13.021065664	13.090847858	0.000	22050.000	no overlap
25	Spectrogram 1	1	13.021065664	13.090847858	0.000	22050.000	no overlap
26	Waveform 1	1	13.691732727	13.730705424	0.000	22050.000	no overlap
26	Spectrogram 1	1	13.691732727	13.730705424	0.000	22050.000	no overlap
27	Waveform 1	1	13.775471360	13.811284108	0.000	22050.000	no overlap
27	Spectrogram 1	1	13.775471360	13.811284108	0.000	22050.000	no overlap
28	Waveform 1	1	13.822343928	13.888176186	0.000	22050.000	no overlap
28	Spectrogram 1	1	13.822343928	13.888176186	0.000	22050.000	no overlap
29	Waveform 1	1	13.941155359	14.012780856	0.000	22050.000	no overlap
29	Spectrogram 1	1	13.941155359	14.012780856	0.000	22050.000	no overlap
30	Waveform 1	1	14.053431898	14.147967021	0.000	22050.000	no overlap
30	Spectrogram 1	1	14.053431898	14.147967021	0.000	22050.000	no overlap
31	Waveform 1	1	14.189474374	14.242930168	0.000	22050.000	no overlap
31	Spectrogram 1	1	14.189474374	14.242930168	0.000	22050.000	no overlap
32	Waveform 1	1	14.261626529	14.390394427	0.000	22050.000	no overlap
32	Spectrogram 1	1	14.261626529	14.390394427	0.000	22050.000	no overlap
33	Waveform 1	1	14.415708028	14.431244441	0.000	22050.000	no overlap
33	Spectrogram 1	1	14.415708028	14.431244441	0.000	22050.000	no overlap
34	Waveform 1	1	14.455997370	14.524199590	0.000	22050.000	no overlap
34	Spectrogram 1	1	14.455997370	14.524199590	0.000	22050.000	no overlap
35	Waveform 1	1	14.543685938	14.605831590	0.000	22050.000	no overlap
35	Spectrogram 1	1	14.543685938	14.605831590	0.000	22050.000	no overlap
36	Waveform 1	1	14.658284105	14.683300363	0.000	22050.000	no overlap
