Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Waveform 1	1	0.388210369	0.461524273	0.000	22050.000	no overlap
1	Spectrogram 1	1	0.388210369	0.461524273	0.000	22050.000	no overlap
2	Waveform 1	1	2.415920650	2.522358305	0.000	22050.000	no overlap
2	Spectrogram 1	1	2.415920650	2.522358305	0.000	22050.000	no overlap
3	Waveform 1	1	3.035742244	3.137321749	0.000	22050.000	no overlap
3	Spectrogram 1	1	3.035742244	3.137321749	0.000	22050.000	no overlap
4	Waveform 1	1	4.853102877	4.957332282	0.000	22050.000	no overlap
4	Spectrogram 1	1	4.853102877	4.957332282	0.000	22050.000	no overlap
5	Waveform 1	1	5.101689308	5.145854310	0.000	22050.000	no overlap
5	Spectrogram 1	1	5.101689308	5.145854310	0.000	22050.000	no overlap
6	Waveform 1	1	5.194877462	5.295573667	0.000	22050.000	no overlap
6	Spectrogram 1	1	5.194877462	5.295573667	0.000	22050.000	no overlap
7	Waveform 1	1	5.506251887	5.617106043	0.000	22050.000	no overlap
7	Spectrogram 1	1	5.506251887	5.617106043	0.000	22050.000	no overlap
8	Waveform 1	1	5.709087733	5.818616939	0.000	22050.000	no overlap
8	Spectrogram 1	1	5.709087733	5.818616939	0.000	22050.000	no overlap
9	Waveform 1	1	5.855715540	5.955086795	0.000	22050.000	no overlap
9	Spectrogram 1	1	5.855715540	5.955086795	0.000	22050.000	no overlap
10	Waveform 1	1	5.983794047	6.068590851	0.000	22050.000	no overlap
10	Spectrogram 1	1	5.983794047	6.068590851	0.000	22050.000	no overlap
11	Waveform 1	1	6.088561457	6.231214414	0.000	22050.000	no overlap
11	Spectrogram 1	1	6.088561457	6.231214414	0.000	22050.000	no overlap
12	Waveform 1	1	6.261246615	6.460872425	0.000	22050.000	no overlap
12	Spectrogram 1	1	6.261246615	6.460872425	0.000	22050.000	no overlap
13	Waveform 1	1	6.491849616	6.645543823	0.000	22050.000	no overlap
13	Spectrogram 1	1	6.491849616	6.645543823	0.000	22050.000	no overlap
14	Waveform 1	1	6.677342625	6.702516676	0.000	22050.000	no overlap
14	Spectrogram 1	1	6.677342625	6.702516676	0.000	22050.000	no overlap
15	Waveform 1	1	6.732954746	6.760124300	0.000	22050.000	no overlap
15	Spectrogram 1	1	6.732954746	6.760124300	0.000	22050.000	no overlap
16	Waveform 1	1	6.767307055	6.900656476	0.000	22050.000	no overlap
16	Spectrogram 1	1	6.767307055	6.900656476	0.000	22050.000	no overlap
17	Waveform 1	1	6.932454937	6.955876967	0.000	22050.000	no overlap
17	Spectrogram 1	1	6.932454937	6.955876967	0.000	22050.000	no overlap
18	Waveform 1	1	6.966494953	7.122017229	0.000	22050.000	no overlap
18	Spectrogram 1	1	6.966494953	7.122017229	0.000	22050.000	no overlap
19	Waveform 1	1	7.149677746	7.347984261	0.000	22050.000	no overlap
19	Spectrogram 1	1	7.149677746	7.347984261	0.000	22050.000	no overlap
20	Waveform 1	1	7.380641687	7.536163963	0.000	22050.000	no overlap
20	Spectrogram 1	1	7.380641687	7.536163963	0.000	22050.000	no overlap
21	Waveform 1	1	7.569289725	7.593960929	0.000	22050.000	no overlap
21	Spectrogram 1	1	7.569289725	7.593960929	0.000	22050.000	no overlap
22	Waveform 1	1	7.623004245	7.650486093	0.000	22050.000	no overlap
22	Spectrogram 1	1	7.623004245	7.650486093	0.000	22050.000	no overlap
23	Waveform 1	1	7.658605730	7.796639557	0.000	22050.000	no overlap
23	Spectrogram 1	1	7.658605730	7.796639557	0.000	22050.000	no overlap
24	Waveform 1	1	7.833200550	7.857247167	0.000	22050.000	no overlap
24	Spectrogram 1	1	7.833200550	7.857247167	0.000	22050.000	no overlap
25	Waveform 1	1	7.878795434	8.019015316	0.000	22050.000	no overlap
25	Spectrogram 1	1	7.878795434	8.019015316	0.000	22050.000	no overlap
26	Waveform 1	1	8.050267991	8.252946619	0.000	22050.000	no overlap
26	Spectrogram 1	1	8.050267991	8.252946619	0.000	22050.000	no overlap
27	Waveform 1	1	8.285459341	8.440981616	0.000	22050.000	no overlap
27	Spectrogram 1	1	8.285459341	8.440981616	0.000	22050.000	no overlap
28	Waveform 1	1	8.475333925	8.499692836	0.000	22050.000	no overlap
28	Spectrogram 1	1	8.475333925	8.499692836	0.000	22050.000	no overlap
29	Waveform 1	1	8.531479751	8.555526367	0.000	22050.000	no overlap
29	Spectrogram 1	1	8.531479751	8.555526367	0.000	22050.000	no overlap
30	Waveform 1	1	8.565207473	8.706988824	0.000	22050.000	no overlap
30	Spectrogram 1	1	8.565207473	8.706988824	0.000	22050.000	no overlap
31	Waveform 1	1	8.813202189	8.860358542	0.000	22050.000	no overlap
31	Spectrogram 1	1	8.813202189	8.860358542	0.000	22050.000	no overlap
