Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Waveform 1	1	0.376396860	0.455767502	0.000	22050.000	no overlap
1	Spectrogram 1	1	0.376396860	0.455767502	0.000	22050.000	no overlap
2	Waveform 1	1	1.612039285	1.781417872	0.000	22050.000	no overlap
2	Spectrogram 1	1	1.612039285	1.781417872	0.000	22050.000	no overlap
3	Waveform 1	1	2.201944620	2.325763518	0.000	22050.000	no overlap
3	Spectrogram 1	1	2.201944620	2.325763518	0.000	22050.000	no overlap
4	Waveform 1	1	2.380226395	2.506070368	0.000	22050.000	no overlap
4	Spectrogram 1	1	2.380226395	2.506070368	0.000	22050.000	no overlap
5	Waveform 1	1	2.537711417	2.609167651	0.000	22050.000	no overlap
5	Spectrogram 1	1	2.537711417	2.609167651	0.000	22050.000	no overlap
6	Waveform 1	1	2.637518707	2.798946149	0.000	22050.000	no overlap
6	Spectrogram 1	1	2.637518707	2.798946149	0.000	22050.000	no overlap
7	Waveform 1	1	2.845452030	3.056927765	0.000	22050.000	no overlap
7	Spectrogram 1	1	2.845452030	3.056927765	0.000	22050.000	no overlap
8	Waveform 1	1	3.100466724	3.167872806	0.000	22050.000	no overlap
8	Spectrogram 1	1	3.100466724	3.167872806	0.000	22050.000	no overlap
9	Waveform 1	1	3.200563310	3.276069694	0.000	22050.000	no overlap
9	Spectrogram 1	1	3.200563310	3.276069694	0.000	22050.000	no overlap
10	Waveform 1	1	3.305726076	3.468889297	0.000	22050.000	no overlap
10	Spectrogram 1	1	3.305726076	3.468889297	0.000	22050.000	no overlap
11	Waveform 1	1	3.517535847	3.736243994	0.000	22050.000	no overlap
11	Spectrogram 1	1	3.517535847	3.736243994	0.000	22050.000	no overlap
12	Waveform 1	1	3.775713975	3.841673575	0.000	22050.000	no overlap
12	Spectrogram 1	1	3.775713975	3.841673575	0.000	22050.000	no overlap
13	Waveform 1	1	3.878521960	3.954317641	0.000	22050.000	no overlap
13	Spectrogram 1	1	3.878521960	3.954317641	0.000	22050.000	no overlap
14	Waveform 1	1	3.982724278	4.148201871	0.000	22050.000	no overlap
14	Spectrogram 1	1	3.982724278	4.148201871	0.000	22050.000	no overlap
15	Waveform 1	1	4.195453413	4.416475933	0.000	22050.000	no overlap
15	Spectrogram 1	1	4.195453413	4.416475933	0.000	22050.000	no overlap
16	Waveform 1	1	4.455386373	4.524238938	0.000	22050.000	no overlap
16	Spectrogram 1	1	4.455386373	4.524238938	0.000	22050.000	no overlap
17	Waveform 1	1	4.560745651	4.635384146	0.000	22050.000	no overlap
17	Spectrogram 1	1	4.560745651	4.635384146	0.000	22050.000	no overlap
18	Waveform 1	1	4.663723910	4.830647986	0.000	22050.000	no overlap
18	Spectrogram 1	1	4.663723910	4.830647986	0.000	22050.000	no overlap
19	Waveform 1	1	4.880229297	5.100094630	0.000	22050.000	no overlap
19	Spectrogram 1	1	4.880229297	5.100094630	0.000	22050.000	no overlap
